PriorityRank,customerID,ChurnProbability,RiskTier,CustomerSegment,tenure,MonthlyCharges,Contract,PaymentMethod,InternetService,TechSupport,LifecycleStage,SharedDriver,CustomerValue,RevenueAtRisk,ExpectedSavedRevenue,CampaignCost,ExpectedNetBenefit,DominantRiskDriver,SecondaryLever,RecommendedRetentionAction
85,5956-YHHRX,0.6597,High Risk,New High-Spend,21,104.35,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1252.1999999999998,826.0763399999998,247.82290199999994,15.0,232.82290199999994,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
86,8775-LHDJH,0.7595,High Risk,New High-Spend,1,90.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1087.1999999999998,825.7283999999999,247.71851999999996,15.0,232.71851999999996,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
87,7526-BEZQB,0.7157,High Risk,New High-Spend,12,96.05,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1152.6,824.9158199999999,247.47474599999998,15.0,232.47474599999998,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
88,7548-SEPYI,0.714,High Risk,New High-Spend,5,96.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1155.0,824.67,247.40099999999998,15.0,232.40099999999998,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
89,7024-OHCCK,0.7322,High Risk,New High-Spend,2,93.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1126.1999999999998,824.6036399999998,247.38109199999994,15.0,232.38109199999994,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
90,1450-GALXR,0.6963,High Risk,New High-Spend,10,98.5,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,1182.0,823.0266,246.90798,15.0,231.90798,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
91,5923-GXUOC,0.6565,High Risk,New High-Spend,10,104.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1252.8000000000002,822.4632,246.73896,15.0,231.73896,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
92,2725-KXXWT,0.7542,High Risk,New High-Spend,1,90.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1089.0,821.3238,246.39713999999998,15.0,231.39713999999998,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
93,6326-MTTXK,0.6784,High Risk,New High-Spend,8,100.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1210.1999999999998,820.9996799999999,246.29990399999997,15.0,231.29990399999997,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
94,0880-TKATG,0.6762,High Risk,New High-Spend,4,101.15,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1213.8000000000002,820.7715600000001,246.23146800000004,15.0,231.23146800000004,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
95,0722-SVSFK,0.6809,High Risk,New High-Spend,7,100.4,Month-to-month,Electronic check,Fiber optic,Yes,Onboarding window (0-12 months),Month-to-month contract,1204.8000000000002,820.3483200000001,246.104496,15.0,231.104496,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
96,4298-OYIFC,0.6608,High Risk,New High-Spend,15,103.45,Month-to-month,Electronic check,Fiber optic,Yes,Established (13+ months),Month-to-month contract,1241.4,820.3171200000002,246.09513600000002,15.0,231.09513600000002,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
97,9094-AZPHK,0.6825,High Risk,New High-Spend,15,100.15,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1201.8000000000002,820.2285000000002,246.06855000000004,15.0,231.06855000000004,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
98,9725-SCPZG,0.7523,High Risk,New High-Spend,1,90.85,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1090.1999999999998,820.1574599999998,246.04723799999994,15.0,231.04723799999994,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
99,9061-TIHDA,0.7172,High Risk,New High-Spend,13,95.25,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1143.0,819.7596,245.92788,15.0,230.92788,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
100,7274-RTAPZ,0.7542,High Risk,New High-Spend,1,90.55,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1086.6,819.5137199999999,245.85411599999998,15.0,230.85411599999998,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
101,6350-XFYGW,0.7206,High Risk,New High-Spend,4,94.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1137.0,819.3222000000001,245.79666,15.0,230.79666,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
102,2265-CYWIV,0.6849,High Risk,New High-Spend,4,99.6,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1195.1999999999998,818.5924799999998,245.57774399999994,15.0,230.57774399999994,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
103,3006-XIMLN,0.7235,High Risk,New High-Spend,2,94.2,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1130.4,817.8444000000001,245.35332,15.0,230.35332,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
104,9330-IJWIO,0.6789,High Risk,New High-Spend,13,100.35,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1204.1999999999998,817.5313799999998,245.25941399999994,15.0,230.25941399999994,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
105,9547-ITEFG,0.6631,High Risk,New High-Spend,9,102.6,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1231.1999999999998,816.4087199999999,244.92261599999995,15.0,229.92261599999995,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
106,1075-BGWOH,0.6882,High Risk,New High-Spend,16,98.75,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1185.0,815.517,244.6551,15.0,229.6551,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
107,9944-HKVVB,0.7139,High Risk,New High-Spend,3,95.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1141.1999999999998,814.7026799999999,244.41080399999996,15.0,229.41080399999996,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
108,4929-XIHVW,0.7099,High Risk,New High-Spend,2,95.5,Month-to-month,Credit card (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1146.0,813.5454,244.06362,15.0,229.06362,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
109,9290-SHCMB,0.7,High Risk,New High-Spend,13,96.85,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1162.1999999999998,813.5399999999998,244.06199999999995,15.0,229.06199999999995,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
110,9172-ANCRX,0.6862,High Risk,New High-Spend,10,98.7,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1184.4,812.7352800000001,243.82058400000003,15.0,228.82058400000003,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
111,8168-UQWWF,0.692,High Risk,New High-Spend,11,97.85,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1174.1999999999998,812.5463999999998,243.76391999999993,15.0,228.76391999999993,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
112,2454-RPBRZ,0.6894,High Risk,New High-Spend,12,98.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1177.1999999999998,811.5616799999999,243.46850399999997,15.0,228.46850399999997,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
113,3027-ZTDHO,0.7522,High Risk,New High-Spend,1,89.9,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1078.8000000000002,811.4733600000001,243.44200800000002,15.0,228.44200800000002,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
114,8357-EQXFO,0.7091,High Risk,New High-Spend,7,95.35,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1144.1999999999998,811.3522199999998,243.4056659999999,15.0,228.4056659999999,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
115,2612-RANWT,0.6751,High Risk,New High-Spend,12,100.15,Month-to-month,Bank transfer (automatic),Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1201.8000000000002,811.3351800000002,243.40055400000003,15.0,228.40055400000003,Service quality,Price and plan fit,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
116,1941-HOSAM,0.7502,High Risk,New High-Spend,1,90.1,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1081.1999999999998,811.1162399999998,243.33487199999993,15.0,228.33487199999993,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
117,1415-YFWLT,0.7569,High Risk,New High-Spend,1,89.3,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1071.6,811.09404,243.32821199999998,15.0,228.32821199999998,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
118,7943-RQCHR,0.713,High Risk,New High-Spend,9,94.75,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1137.0,810.6809999999999,243.20429999999996,15.0,228.20429999999996,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
119,3068-OMWZA,0.7607,High Risk,New High-Spend,1,88.8,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1065.6,810.60192,243.18057599999997,15.0,228.18057599999997,Price and plan fit,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
120,0011-IGKFF,0.6891,High Risk,New High-Spend,13,98.0,Month-to-month,Electronic check,Fiber optic,No,Established (13+ months),Month-to-month contract,1176.0,810.3816,243.11448000000001,15.0,228.11448000000001,Service quality,Billing and payment,Discounted 12- or 24-month contract with loyalty bonus + Service-quality audit with proactive fix and loyalty credit
121,5299-RULOA,0.6727,High Risk,New High-Spend,10,100.25,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1203.0,809.2581,242.77742999999998,15.0,227.77742999999998,Price and plan fit,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Plan right-sizing review and personalised tariff
122,9546-CQJSU,0.7373,High Risk,New High-Spend,2,91.4,Month-to-month,Electronic check,Fiber optic,No,Onboarding window (0-12 months),Month-to-month contract,1096.8000000000002,808.67064,242.601192,15.0,227.601192,Billing and payment,Service quality,Discounted 12- or 24-month contract with loyalty bonus + Move to automatic payment with a billing reward
